X,Y,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
-77.5008098260199,17.8977536690125,"2641521380",node,15.625,hospital,,Cross Keys Health Centre,,,,,,Mo-Fr 08:30-16:00,,,,,,,yes,,,,,,,,,,,79680235,2,2020/01/17 06:31:03+00,c35a6121bf3e4aa682c8fc1b9e89eb59
,,"325781633",way,21.875,hospital,hospital,Kingston Public Hospital,Government of Jamaica,,,,,24/7,,,,,,,yes,,,,,,,,,,,162426826,9,2025/02/12 11:54:21+00,96d536efbf574a9da511c27605d3ec7f
-77.6059710272535,17.9099234380491,"2681065722",node,9.375,doctors,,Junction Medical,,,,,,,,,,,,,,,,,,,,,,,,20662152,1,2014/02/19 19:17:03+00,dfdbc530a3d54dbaa80b4998c6c16074
,,"372859454",way,12.5,clinic,clinic,Padmanu Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,130047123,2,2022/12/13 19:00:14+00,6e4dfa136c884f8e8f193d36cc91a4a4
,,"374576276",way,15.625,doctors,doctor,Dr. Philip D. Waite,,KG Ground Survey 2015,,,,,,,,,,,,,,,,,,,,,,76866633,2,2019/11/10 12:22:41+00,30e5044d49424157a76c2d71c69c7168
-77.759130526458,18.0831763708173,"4636333195",node,15.625,doctors,doctor,Lacovia Medical Centre,,,,,,07:00-17:00,,,,,,,,,,,,,,,,,,88781904,3,2020/07/31 12:13:40+00,72c8f548aae84fb78a328a3106d3de3b
,,"371487430",way,21.875,dentist,dentist,Island Smiles,,,,,,,,,,,,,,,,,,,,"20",Hillcrest Avenue,Kingston 6,,96274338,2,2020/12/22 17:45:40+00,4bc23d6b3ed54d61840ca9dfdc4efc2d
-77.6059391760214,17.9103039764532,"2681065725",node,9.375,doctors,,Dr. Hoyte,,,,,,,,,,,,,,,,,,,,,,,,20662152,1,2014/02/19 19:17:03+00,64e4dbb219b442fe9db091c17acd82ee
-77.1733473092177,18.4251839203775,"9984241318",node,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,125497422,1,2022/08/28 22:41:25+00,995eede005bf4c239b99b431c0434992
-76.9547338634073,17.9922398460023,"3786393970",node,18.75,pharmacy,,Cumberland Pharmacy,,KG Ground Survey 2015,,,,,,,,,,,,,,,,,,,Young Street,,Spanish Town,94657410,4,2020/11/23 19:22:31+00,836200c9c0734686954a1e6bfcc109ac
-76.8793501275689,17.9529213440438,"4582212840",node,15.625,pharmacy,,West Bay Pharmacy,,,,,,Mo-Su 10:00-23:59,,,,,,,,,,,,,,,East Biscayne Dr.,,,65433548,4,2018/12/13 08:17:54+00,37e1b775c8c34120886b4b41e1f52e17
,,"374579362",way,18.75,pharmacy,,TLC Pharmacy,,KG Ground Survey 2015,,,,,,,,,,,,,,,,,,,Wellington Street,,Spanish Town,34533811,1,2015/10/09 16:47:21+00,68cd03d2095248d687240a048ece93d4
,,"371794538",way,12.5,pharmacy,,Chung's Pharmacy,,KG Ground Survey 2015,,,,,,,,,,,,,,,,,,,,,,92674714,5,2020/10/19 03:02:37+00,c70770d0d16040c99bb559fd0d6e0821
-76.8814519736087,17.9821907822876,"3777470194",node,12.5,clinic,clinic,Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,130047189,2,2022/12/13 19:02:11+00,f76f93e91f88490d9aa654439a5e9128
,,"372870155",way,12.5,clinic,,Premier Heart & Surgery Centre,,KG Ground Survey 2015,,,,,,,,,,,,,,,,,,,,,,37034644,4,2016/02/06 04:08:22+00,0759b041158a469f83b5ca83b7bade12
,,"375149725",way,21.875,clinic,,Alma Jones Medical Centre,,KG Ground Survey 2015,,,,,,,,,,,,,,,,,,"119",Hagley Park Road,,Kingston,34622887,1,2015/10/13 22:16:58+00,baf941826b7441f5828b061baf3abaaf
,,"374027542",way,18.75,clinic,,Cumberland Medical,,KG Ground Survey 2015,,,,,,,,,,,,,,,,,,,Cumberland Road,,Spanish Town,34458339,1,2015/10/05 22:22:22+00,09a806beccbc4136b6b791fb8a03b39a
